publisher_id,bgg_id,name_en,description,country_code
pub_54355,54355,Passe Ton Tour Games,<p>Publisher of <em>The Fabulous Adventure: Who'll save the Princess?</em> and <em>QUADRI</em>.</p> <p>Une maison d&rsquo;&eacute;dition cr&eacute;&eacute;e par des joueurs pour des joueurs.<br /> Nou,
pub_16605,16605,Common Man Games,"<p>Publisher of K2, and Broad Peak in North America. Worldwide Publisher of Police Precinct and Mad Men.</p> <p><strong>Microbadge:</strong></p> <p><a href=""/microbadge/26904""><img alt='Microbadge: Co",
pub_4419,4419,Sunriver Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_82,82,Funagain,"<p><a rel=""nofollow"" href=""http://www.funagain.com"" onclick=""window.open(this.href, '_blank'); return false;"">http://www.funagain.com</a></p> <p> <div><a href=""/image/444028"" ><img border=0 src=""https",
pub_765,765,Educational Insights,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_3363,3363,Alary Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_4752,4752,"Beverly Enterprises, Inc.","<p>Since its founding in 1977, Beverly has been developing products that provide &quot;luxury time to satisfy curiosity&quot; with a focus on jigsaw puzzles.</p> <p>Jigsaw puzzles have endless fun. Fu",
pub_5967,5967,Divisible By Zero (DBZ) Aust Pty Ltd,"<p>Importer and wholesaler of a range of games, puzzles and toys for the whole family!</p>",
pub_8835,8835,Educa Korea,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_4440,4440,Euro World,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_239,239,QfreeGames,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_530,530,Sekkoia,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_1312,1312,Gamemasters Inc.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_28847,28847,Formal Ferret Games,"<p>Founded in 2014 by designer Gil Hova, <strong>Formal Ferret Games</strong> published tabletop games ranging from light party games to heavy economic Euros.</p> <p>Formal Ferret Games closed in Janu",
pub_3743,3743,Nash Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_51056,51056,Moon Crab Games,<p><strong>Moon Crab Games</strong> is a self-funded board game studio created by former Fantasy Flight Games and Z-Man Games staff. Each member of the team has nearly ten years of experience.</p> <p>,
pub_4578,4578,Bro,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_50464,50464,Write Stuff Games,<p><strong>Write Stuff Games</strong> is a board game publisher dedicated to big gaming experiences in small packages. The game format uniquely combines flip &amp; write mechanisms and dry-erase board,
pub_13476,13476,Wonder Forge,"<p><em>Game description from the publisher:</em></p> <p>In 2007 a small group of creative types with a passion for children's entertainment came together to develop extraordinarily fun, original play ",
pub_45618,45618,Tavern Games,<p>We at Tavern Games aim to bring you fun and challenging games for the whole family!</p>,
pub_45383,45383,TGG Games,"<p>TGG Games is a global publishing company located in Las Vegas, NV.</p>",
pub_31101,31101,Final Frontier Games,<p>Board game publishing company from Skopja.</p>,
pub_30685,30685,AVStudioGames,"<p>AVStudioGames is the studio that develops the games designed by <strong><a href=""/boardgamedesigner/6048/alban-viard"" >Alban Viard</a></strong>. The logo has been created by Todd Sanders in 2015 an",
pub_24881,24881,LudiCreations,<p> <div style='text-align:center;'><div class='avatarblock js-avatar ' data-userid='613251' data-username='LudiCreations' data-urlusername='ludicreations'> <div>LudiCreations </div> <div class='usern,
pub_13583,13583,XGen Studios,"<p><a rel=""nofollow"" href=""http://www.xgenstudios.com/about-us"" onclick=""window.open(this.href, '_blank'); return false;""> From the official website</a>:</p> <p>About XGen Studios, Inc.</p> <p>XGen St",
pub_29430,29430,BLAM !,"<p><strong>BLAM !</strong> is the union of four curious and passionate players from savoyard Alps. At BLAM ! , we explore the board game world in order to discover the gems that deserve to join your g",
pub_16102,16102,ABBA Games,"<p>In ABBA Games we like to play.</p> <p>That is probably the reason why we are a reference in creation, design, production and distribution of board games, because for us playing is our passion, not ",
pub_16358,16358,ISA,"<p>Publisher of translated versions of numerous RPGs including World of Darkness (both old and new), D&amp;D (3.0, 3.5, 4.0), Shadowrun, d20 Modern.</p>",
pub_46752,46752,Studio Midhall,"<p><strong>Studio Midhall</strong> aims to create thematic games with high replayability, low randomness with deep and engaging asymmetrical gameplay. Founded by Elon Midhall, Aron Midhall &amp; Assar",
pub_51190,51190,Zatu Games,"<p>Our mission is to make board gaming accessible, enjoyable, and inspiring by offering carefully curated products, insightful reviews, and practical tips that help you find your next favourite game. ",
pub_2406,2406,StrataMax Games,"<br /> <p><strong>Microbadge</strong></p> <p><img src=""https://cf.geekdo-static.com/images/microbadges/Stratamax.gif"" alt=""http://files.boardgamegeek.com/images/microbadges/Stratamax.gif"" title=""http:",
pub_1649,1649,Grimpeur,"<p><a rel=""nofollow"" href=""http://grimpeur.co.jp/"" onclick=""window.open(this.href, '_blank'); return false;"">http://grimpeur.co.jp/</a></p>",
pub_43146,43146,Pravi Junak,"<p>Pravi Junak&reg; is a board game company, publishing Adria Edition&trade; games in Albanian, Croatian, Macedonian, Serbian and Slovenian languages.</p>",
pub_38819,38819,Luma Imports,"<p>For the founders of <strong>Luma Games</strong>, fun is to be taken seriously. Each game we market is chosen for its originality and its potential to reach &quot;the Luma effect&quot;.</p> <p>The L",
pub_22143,22143,Two Lanterns Games,"<p>Two Lanterns Games exists to further illuminate 2-player play.</p> <p>Games teach in under 15 minutes, play in under 45, and beg for a rematch. Games are continuously strategic without being paraly",
pub_47934,47934,Crowd,"<p>CROWD（クラウド）は株式会社エスアイエスプランニングの基幹アダルトゲームブランドである。主人公の男性が女性になってしまうゲーム「Xchange」シリーズで知られる。</p> <p>Translated: CROWD is the core adult game brand of SIS Planning Co., Ltd. Known for the &quot;Xchange&quot",
pub_41488,41488,Board Game Leisure,"<p><a rel=""nofollow"" href=""http://www.bgleisure.com"" onclick=""window.open(this.href, '_blank'); return false;"">http://www.bgleisure.com</a></p>",
pub_3659,3659,Catan GmbH,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_22964,22964,Lone Shark Games,"<p><strong>Lone Shark Games, Inc.</strong>, founded by <a href=""/boardgamedesigner/61/james-ernest"" >James Ernest</a> and <a href=""/boardgamedesigner/604/mike-selinker"" >Mike Selinker</a>, started as ",
pub_8911,8911,Q-Workshop,"<br /> <p><strong>Microbadge</strong> <a href=""/microbadge/8197""><img alt='Microbadge: Q Workshop fan' onmouseover=""return overlib('Q Workshop fan', WRAP );"" onmouseout=""return nd();"" title=''class='m",
pub_42092,42092,3 Emme Games,"<p><strong>3 Emme Games</strong> is a tabletop game publisher. Our dream is to engage anyone through our games, the families but also the experienced board gamers. With enthusiasm and passion, we work",
pub_6756,6756,Playgo Ltd (Hong Kong),<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_9390,9390,SpinBottle Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_49713,49713,Null Signal Games (NISEI),<p>Null Signal Games (formerly known as NISEI) is a fan-run nonprofit volunteer collective. Our mission is to keep the game of Netrunner alive and thriving after the end of the official FFG era. We do,
pub_6012,6012,Froschkönig GmbH,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_1933,1933,McDonald's Corporation,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_55966,55966,2am Gameworks,<p>Publisher of <em>Unfair Expansion: Fairytale Legendary Steampunk Underground</em>.</p>,
pub_28505,28505,REGIO Játék,"<p>User summary:<br /> Established in 1990. Games and toys retailer, wholesaler and importer. Owns some exclusive rights of publishing some board games.</p>",
pub_27,27,"Eon Products, Inc. (Eon)",<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_9495,9495,Spiral Galaxy Games,"<p><strong>Spiral Galaxy Games</strong> manufactures and distributes board and card games, primarily to the UK but also to Europe and to the rest of the World. The company's first release was a reprin",
pub_56483,56483,Only Then Studios,"<p>Only Then Studios is an indie game company launched by a pair of writers based in Los Alamos, NM. Only Then Studios&rsquo; games are dedicated to exploring the crossroads of storytelling, strategy,",
pub_952,952,Gallimard,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_26784,26784,ТРЕТЯ ПЛАНЕТА,<p>English: Third Planet.</p>,
pub_390,390,Fun Connection,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_823,823,"Random House, Inc.",<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_2286,2286,Intelligames,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_56524,56524,Bamboo Donkey,<p>Publisher of <em>데스페라도</em>.</p>,
pub_32307,32307,Exploding Kittens,"<p><strong>Exploding Kittens</strong> is a company that creates games for the iOS platform, among other things.</p>",
pub_327,327,Lagoon Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_1122,1122,Hobbygames Ltd.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_29140,29140,Decade Brothers Studio,<p><strong>[Taken from the webiste.]</strong></p> <p><strong>Decade Brothers Studio</strong></p> <p><strong>Creativity &ndash; Development &ndash; Consultation</strong></p> <p><strong>The Brothers</st,
pub_3146,3146,Jeux sur un Plateau,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_296,296,Spiele aus Timbuktu,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_58083,58083,"Dice Throne, Inc.","<p>Our team's vision is to create balanced, innovative, beautiful Dice Throne heroes and new game modes far into the future. We pride ourselves on delivering an unparalleled level of quality and servi",
pub_31714,31714,Trader's Luck Games,"<p>Trader's Luck Games is a fresh hobby game company founded by industry veteran David Ladyman &amp; artist Ryan Archer with 4 decades of collective experience in developing board games, card games, r",
pub_60537,60537,Universo de Juegos,<p>Argentinian publisher</p>,
pub_57913,57913,Hitster Game,"<p>Hitster Game is the creator behind the popular Hitster music trivia series, combining music discovery with interactive fun. The game concept originated from Sl&aelig;ttaratindur AB &amp; Friends an",
pub_4828,4828,Steam Brothers,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_16005,16005,FunFair,"<p>FunFair, an imprint of U.S. publisher Mayfair Games, will release family-friendly titles aimed at the broader toy and game market.</p>",
pub_16362,16362,Clockwork Colossus Games,<p>Clockwork Colossus Games is a publisher of light euro-style and family games. Titles include Flash Point and Chimera Isle. These games are presently printed by The Game Crafter and sold on their we,
pub_2648,2648,Editoriale Scienza,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_635,635,Klutz Press,"<p>Now part of <a href=""/boardgamepublisher/2994/scholastic-inc"" >Scholastic Inc.</a>.</p>",
pub_9008,9008,Funatical,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_992,992,One Small Step,"<p>Publisher of game and <a class="""" href=""/wiki/page/game_magazines#"">game magazines</a> which comes with a full game in each issue.</p> <strong>Magazines</strong><br /> <ul> <li> <a class="""" href=""/",
pub_2097,2097,Murmel Spielwerkstatt und Verlag AG,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_3553,3553,"Shadow Games and Fantasy, Inc.",<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_6070,6070,"Toy Vault, Inc.","<p><strong><a class="""" href=""/wiki/page/Microbadge#"">Microbadge</a></strong></p> <p><a href=""/microbadge/34722""><img alt='Microbadge: Toy Vault, Inc. fan' onmouseover=""return overlib('Toy Vault, Inc. ",
pub_1410,1410,Game Office,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_9367,9367,RBM Studio,"<p><a href=""/boardgamedesigner/71/rodger-b-macgowan"" >Rodger B. MacGowan</a> (RBM)</p> <p><a rel=""nofollow"" href=""https://www.c3iopscenter.com/"" onclick=""window.open(this.href, '_blank'); return false",
pub_57676,57676,Fentasy Games,"<p>-- : Unleash Your Imagination, Master the Game : --</p> <p>At FENTASY Games, we believe that every game is an adventure, an opportunity to discover new and fascinating worlds. Our pleasure is to of",
pub_27673,27673,BoardGameGeek,"<p>BoardGameGeek is not only the name of the web site you're currently browsing, but also the publisher of the &quot;BGG Micros&quot; line of games.</p> <p>BGG Micros are a line of micro games package",
pub_1571,1571,Inspiration Games,<p>Inspiration Games brought more religiously themed versions of popular games to market.</p>,
pub_55364,55364,UVS Games,"<p><strong>UVS Games</strong> is the game publisher formerly known as <a href=""/boardgamepublisher/26220/jasco-games"" >Jasco Games</a>, with the re-branding taking place in July 2023. UVS Games specia",
pub_7702,7702,Chili Spiele,"<p>Due to a notorious lack of time i am quoting &quot;Peerchen&quot; here, because he is right</p> <p>&quot;Few geeks will have heard of this company, but will be surprised to hear its a pet project o",
pub_6639,6639,A G K Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_18967,18967,8th Summit,"<p>8th Summit's game publishing unit is currently on hiatus, but some of our titles are still in print. 8th Summit is taking a break . . . for now.</p> <p>Grey Fox is distributing Mythos Tales in Engl",
pub_60759,60759,NorthStar Game Studio,"<p>Board game publisher.</p> <hr /> <p><strong>Admin Note:</strong></p> <ul> <li> Formerly known as <a href=""/boardgamepublisher/2164/north-star-games-llc"" >North Star Games, LLC</a>.</li> </ul>",
pub_56560,56560,Boardgame Atelier,<p>Boardgame Atelier was founded in March 2024 with very generous support from Frank Heeren of Feuerland. The publishing house is currently run solely by Maximilian Thiel. The program currently only i,
pub_48002,48002,DC,<p><strong>User Summary</strong></p> <p>Indie video game developer</p>,
pub_3805,3805,Sfera,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_24578,24578,Hyperbole Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_835,835,Ludopress,"<p><strong>Ludopress</strong> has been publishing historical simulation games since 1989. It also edits <a class="""" href=""/wiki/page/Alea_Magazine#"">Alea Magazine</a>, a publication specialized in the",
pub_55500,55500,Wacky Wizard Games,"<p><strong>Wacky Wizard Games</strong> is a brand imprint of <a href=""/boardgamepublisher/26542/wise-wizard-games"" >Wise Wizard Games</a> that focuses on family-friendly, lightweight games with a more",
pub_8913,8913,Spielerei,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_8907,8907,Stiftung Spielen in Österreich,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_3110,3110,Prinz Spiele,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_48895,48895,Games Unplugged LLC,"<p>We created our company out of love for board games!</p> <p>For years, it has been more than a hobby, and becoming a publisher was for us another step in fulfilling dreams of being part of the wonde",
pub_478,478,Cactus Game Design,"<br /> <p><strong>Microbadge</strong></p> <p><img src=""https://cf.geekdo-static.com/images/microbadges/cactusbadge.gif"" alt=""http://files.boardgamegeek.com/images/microbadges/cactusbadge.gif"" title=""h",
pub_4817,4817,Uljö,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_6940,6940,ABC Nürnberg,"<p>A brief history:<br /> Until end WWI: production of stamp games (Famos)&hellip;<br /> 1918/19 (short after WWI) <a href=""/boardgamepublisher/23714/tietz-und-pinthus"" >Tietz und Pinthus</a> started ",
pub_2008,2008,Abel Klinger,"<p>A brief history:<br /> 1785 Georg Klinger launched a company in N&uuml;rnberg which range of goods most likely contained toys <br /> 1850 foundation of C. Abel-Klinger, merging of former 2 differen",
pub_47597,47597,Anker Play Products,<p>Our extensive product line offers a wide range of creative play products for all children and all seasons. Our offering includes products in the following categories construction blocks and buildin,
pub_8495,8495,Aquamarine Games (COMPUDID),<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_57830,57830,Are You Game?,"<p>Are You Game? was founded in late 1998 by University Games led by Vince Kurr and Bob Moog. In 1999, Are You Game? was incorporated as a new company and it began its mission to offer a definitive se",
pub_51049,51049,Barco de Papel,<p><strong>Barco de Papel</strong> is a publisher of educational games in Argentina.</p> <hr /> <p>We are a family business that was born in 2016. We started by creating games that entertain and stimu,
pub_30,30,Berliner Spielkarten,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_47043,47043,Bible Games Central,<p>Providing fun and captivating resources to get people excited about the Bible.</p>,
pub_1935,1935,Carlit,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_4045,4045,Chadwick Miller Inc.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_6029,6029,Chapters Inc.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_311,311,Clementoni,<p>Publisher of high quality educational games.</p>,
pub_7630,7630,Continuum Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_59081,59081,Deutsche Wehrmacht,<p>Oberkommando der Wehrmacht<br /> Allgemeines Wehrmachtamt<br /> Abt. Inland</p>,
pub_2711,2711,Flamenco,"<p> <div><a href=""/image/256017"" ><img border=0 src=""https://cf.geekdo-images.com/h0aHK_sjn7pn_xih5lt1Mw__thumb/img/aZxFXodJ-YjKf4oRajucN3JwyOU=/fit-in/200x150/filters:strip_icc()/pic256017.jpg"" alt=""",
pub_40601,40601,Games Hub,<p>Games Hub TM and associated trademarks and trade dress are owned by RMS International Ltd.</p> <p>Above statement printed on side of the Tip Disc Spinner game box.</p>,
pub_28876,28876,Grafix Travel Games,"<p><strong>Grafix Travel Games</strong> specializes in travel versions of public domain games. The pieces are magnetic so they can be played in the car, plane, or other places that might not have smoo",
pub_121,121,Harlekin,"<p>The company publishes rpgs and boardgames.</p> <hr /> <p><strong>Admin Note:</strong></p> <ul> <li> Founded in 1996, by <a href=""/boardgamedesigner/215/mark-sienholz"" >Mark Sienholz</a>, <a href=""/",
pub_2409,2409,Heros,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_761,761,Heye Verlag,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_9147,9147,JAKKS Pacific Inc.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_8319,8319,Kidconnection,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_21481,21481,Kikkerland,"<p>From their website:</p> <p>Welcome to Kikkerland Design Inc., where creativity runs rampant and even the most utilitarian gadget becomes a delightful discovery.</p> <p>Since 1992, the folks at Kikk",
pub_4357,4357,Lademann Forlagsaktieselskab,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_43316,43316,Lebkuchen-Schmidt,<p>Lebkuchen-Schmidt GmbH &amp; Co. KG<br /> E. Otto Schmidt<br /> Lebkuchen und Honig<br /> N&uuml;rnberg</p>,
pub_47771,47771,Lemery Games,"<p>Lemery Games is an aspiring family-owned tabletop games publisher with a commitment to create games that are genuine, versatile and fun. Themes, mechanics or graphics are inspired by the travel exp",
pub_23832,23832,Lifetime Games,<p>Publisher of Funny Frog Jumping Game</p>,
pub_5816,5816,Lindop (William Lindop LTD),<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_22131,22131,Müller Ltd. & Co. KG,<p>game publisher</p> <p><strong>Imprint:</strong></p> <ul> <li> ToyPlace</li> </ul>,
pub_2675,2675,N&W Spiele,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_2168,2168,Nathan,<p>publisher started by Fernand Nathan</p>,
pub_406,406,Olsen,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_6994,6994,Paget Services,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_2924,2924,Papita,<p>Papita is a B-brand of the Jumbo brand</p>,
pub_500,500,Pelikan,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_5899,5899,Pelito,"<p><strong>Pelito</strong> was for some time in the 1980's the games brand of <a href=""/boardgamepublisher/4977/kirjalito"" >Kirjalito</a>, probably to differentiate from the company's other publicatio",
pub_8989,8989,Plasticart,"<p>Foundation 1972 in Annaberg-Buchholz; company had several branches on different locations (Dresden, Glauchau...). The best known one was <a href=""/boardgamepublisher/3104/spika-gmbh"" >SPIKA GmbH</a",
pub_22863,22863,Play & Win,<p>Play &amp; Win is a Board Game publisher created in 2012 and operating in Luxembourg. Mythic Battles is the first game published by the company.</p>,
pub_3481,3481,Tehnolog,<p>Company Tehnolog was founded in 1987 as a private business. Its main product was thermo-application for cotton clothes (thermotransferring of a picture from paper onto clothes). Market demand chang,
pub_8842,8842,Jugamos Tod@s,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_77,77,Cwali,"<p><br /> <strong><a class="""" href=""/wiki/page/Microbadge#"">Microbadge</a>:</strong></p> <p><a href=""/microbadge/1875""><img alt='Microbadge: Cwali fan' onmouseover=""return overlib('Cwali fan', WRAP );",
pub_9607,9607,Adamigo,<p>Adamigo publishes mainly games for children. It exists since 1982 and is located in Częstochowa.</p>,
pub_8124,8124,Prentice-Hall,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_7126,7126,American Eagle Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_3491,3491,SimplyFun,"<p>Since 2004, <strong>SimplyFun</strong> has been sharing fun, award-winning, educational games for the whole family. All SimplyFun games are designed to be played in 30 minutes or less, to fit in wi",
pub_5145,5145,Ticado,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_38890,38890,The Overlord,<p>the-overlord.com is a web site hosting fan-designed scenarios for the Conan (2016) game. They also publish compendia of said scenarios.</p>,
pub_1957,1957,Green Ronin Publishing,"<a class='anchor-target' name=""httpsgreenronincomaboutgreenroninpublishing_From_the_Publishers_website""></a> <a class=""anchor-target"" id=""toc0""></a> <div> <h1><a rel=""nofollow"" href=""https://greenroni",
pub_26857,26857,Meeple Source,"<p>Meeple Source make a wide variety of custom bits for games &mdash; character meeples, mini meeples, mega meeples, animeeples, cubes, shaped resource bits &mdash; you name it! (From: Official Facebo",
pub_53543,53543,Boardgame613,"<p>The people behind the fanmade expansion set in Issac Childers' Gloomhaven universe.</p> <p>The publishers of The Crimson Scales expansion sets.</p> <p>-- Publisher<br /> <a rel=""nofollow"" href=""htt",
pub_19174,19174,Serges Medien,<p>www.serges.de</p>,
pub_6566,6566,Guau,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_31874,31874,Manhattan Agencies,<p>South African publisher</p> <p>Manhattan Agencies (Pty) Ltd<br /> P.O. Box 3945<br /> Alrode - 1451</p>,
pub_52410,52410,MEGAPLAST,<p>Megaplast was founded in 1994. The primary activity of the company is the processing of plastics.</p>,
pub_52411,52411,PanGraf,"<p>&quot;PanGraf was founded in 1984 as a family business, since then our company has been constantly developing and growing. Today, we are a recognizable name on the market and a leader in the produc",
pub_4933,4933,Smeets & Schippers,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_1322,1322,Tomy,"<p>Tomy was founded in 1924 as Tomiyama, changing the name to Tomy in 1963.</p> <hr /> <p><strong>Admin Note:</strong></p> <ul> <li>Tomy was formally known as Tomiyama. They changed their name to Tomy",
pub_24099,24099,Winning Solutions (WS Game Company),"<p>From the publisher's web site:<br /> Winning Solutions was founded in 2000 by two former Parker Brothers/Milton Bradley/Hasbro Games employees, who together have a combined 64 years experience in t",
pub_26846,26846,Legion Supplies,<p>Legion Supplies was founded in 2009 as game accessories supplier. Foretold: Rise of a God is their first board game production.</p>,
pub_22447,22447,Bibelot Games,"<p>Bibelot Games is an independent game company based outside Phoenix, Arizona. We take pride in developing original games that are easy to learn and fun to play.<br /> Our goal is to provide games of",
pub_5231,5231,Carrom Art,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_2547,2547,Masters Games,<p>The objective of Masters Traditional Games is to make available the old games - and modern classics - that people have played for centuries and will continue to play as long as they are able to buy,
pub_5915,5915,NewVenture Games,"<p>NewVenture Games publishes a range of small family games, including the Peg Pastimes historic games from around the world. These games include a brief history of the game as well as the rules. In a",
pub_9453,9453,Simcreations,"<p>Company of Monika Sim (Handmade Brandu)<br /> <a rel=""nofollow"" href=""http://brandu.simcreations.de/"" onclick=""window.open(this.href, '_blank'); return false;"">http://brandu.simcreations.de/</a></p",
pub_2445,2445,Elliot Right Way Books,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_2432,2432,Origem,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_6514,6514,Adrenaline Brush Ltd,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_17151,17151,Grubbe Media GmbH,<p>After being responsible for concepting and realising books and games for over 20 years for other publishers Grubbe Media started to work as a publisher itself in 2010.<br /> In the field of gaming ,
pub_7264,7264,intellego holzspiele,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_39372,39372,JACAMBLY GAMES,"<p>Jacambly, Editorial de Juegos Chilena, que se dedica a recrear antiguos juegos de mesa como juegos propios.</p>",
pub_39371,39371,Krealudik,"<p>Krealudik es una Editorial Chilena de Juegos de mesa antiguos e hist&oacute;ricos, de diferentes culturas y &eacute;pocas.</p> <p>Sus dise&ntilde;os creativos en madera y cuero, con t&eacute;cnicas",
pub_50291,50291,MP Juegos,<p>Argentinian publisher. Family business dedicated to the manufacture of artisan board games.</p>,
pub_25685,25685,Taş Devrı Oyuncak,"<p>Turkish board game publisher from Instanbul, Turkey, Europe.</p> <p>Several wooden board games published in similar design like Surakarta, Alquerque, Fanorona, Hexxagon, Reversi, Four in a Row 3D</",
pub_10451,10451,"Purgatory Publishing, Inc.",<p>Publishers of Septimus RPG.</p>,
pub_1052,1052,ToyCo,"<p>Games unite us, make us laugh and give us joy.</p> <p>So it was, as if it were a great game, that in 1982 our founder Hector A. Arias, I created our first product, a very particular board game, con",
pub_24782,24782,Baolin,"<p>I do textile design and printing by ennoblement, from plants: dyeing, printing in eco-print, reserves, and stamps.</p> <p>I have been training professionally for two years to learn different techni",
pub_124,124,Great American Trading Company,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_3244,3244,Nyt Nordisk Forlag,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_3174,3174,Oak Games,"<p>Oak Games is a producer of handmade boardgames,<br /> specialising in abstract strategy games that are difficult or impossible to find elsewhere.</p>",
pub_49125,49125,Trick or Treat Studios,<p><strong>Trick or Treat Studios</strong> was started with a commitment to bringing back the look and feel from the Golden Age of costume making; an era when high quality and classic designs ruled th,
pub_4826,4826,Giseh Verlag,"<p>Giseh Intelligent Games</p> <p>Giseh! und Kubana<br /> The simpler the principle of the game, the more astonishing it is when an almost endless variety of different options for playing result from ",
pub_7458,7458,"Northwest Corner, Inc.",<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_2028,2028,Built-Rite,"<p><a href=""/boardgamepublisher/2028/built-rite"" >Built-Rite</a>, <a href=""/boardgamepublisher/4811/warren-paper-products-co"" >Warren Paper Products Co.</a>, <a href=""/boardgamepublisher/4822/warren-b",
pub_4280,4280,The Colonial Williamsburg Foundation,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_7374,7374,Compass Labs Inc.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_783,783,Crown Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_7762,7762,Ducale,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_7217,7217,Editions ATLAS,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_1690,1690,The Embossing Company,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_2699,2699,Executive Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_41256,41256,F.J.T Inc.,<p>Publisher of a Checkers variant being added to BGG. On the game box is Patent Pending and copyrighted to the Publisher F.J.T. Inc. 1965. Space Series No. 800</p>,
